X,Y,rowid,cad_tot_houses,cad_tot_hab,cad_tot_hotels,cad_med_consq,cad_tot_parcs,cad_pk,cad_tot_srf_houses,cad_tot_srf_hotels,fc_tot_offer,fc_tot_owners,fc_avg_price,rn_ab_min_price,rn_fc_med_price,rn_fc_max_price,rn_fc_offer,rn_ab_tot_price,rn_fc_min_price,rn_ab_med_price,rn_ab_avg_price,rn_fc_avg_price,rn_ab_max_price,rn_ab_offer,rn_fc_tot_price,abnb_tot_beds,abnb_tot_hosts_listings,abnb_tot_price,abnb_tot_offer,abnb_tot_owners,abnb_pk,abnb_tot_reviews,abnb_tot_reviews_per_month,fl_n_tourists,fl_n_locals,fl_txt_madrid,fl_n_date,fl_n_user,fl_n_posts,fl_tag_madrid,h_cat3cod,h_id,h_web,h_title,h_zipcode,h_latitude,h_email,h_body,h_fax,h_phone,h_cat3txt,h_subadministrativearea,h_address,h_cat1txt,h_cat2txt,h_name,h_language,h_cat2cod,h_country,h_locality,h_longitude,h_cat1cod,local200_n_shops24h,local200_n_shops,local200_n_prox_fresco,local200_n_prox_supers,local200_n_epigrafes,local200_n_alquillercoche,local200_n_prox_alcohol,local200_n_fiesta,local200_n_prox_noalim,local200_n_alojamiento,local200_n_prox_educacion,local200_n_vacios,local200_n_locutoris,local200_n_restaurants,local200_n_desconocidos,local200_n_prox_pastelerias,local200_n_prox_supersbig,local200_n_agrupaciones,local200_n_locales,local200_n_sex,local300_n_shops24h,local300_n_shops,local300_n_prox_fresco,local300_n_prox_supers,local300_n_epigrafes,local300_n_alquillercoche,local300_n_prox_alcohol,local300_n_fiesta,local300_n_prox_noalim,local300_n_alojamiento,local300_n_prox_educacion,local300_n_vacios,local300_n_locutoris,local300_n_restaurants,local300_n_desconocidos,local300_n_prox_pastelerias,local300_n_prox_supersbig,local300_n_agrupaciones,local300_n_locales,local300_n_sex,tp_pricerange_tot,tp_rating_tot,tp_reviews_max,tp_reviews_min,tp_offers_tot,tp_reviews_med,tp_rating_avg,tp_pricerange_1,tp_pricerange_avg,tp_pricerange_3,tp_pricerange_2,tp_pricerange_0,tp_pricerange_med,tp_rating_min,tp_rating_med,tp_rating_max,tp_pk,tp_reviews_tot,tp_reviews_avg,rn_med_tramo
446400.0,4477264.735025169327855,1,192,332,0,4,33,4860,11394,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,2,30,0,0,0,1,0,2,0,0,9,0,0,0,1,79,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4481768.067124848254025,2,153,50,0,3.29969,13,4881,15460,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,1,0,0,2,0,0,0,0,34,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4472934.608006247319281,3,317,826,0,4.25699,3,4843,32985,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,25,0,0,0,1,0,1,1,0,7,0,1,0,0,50,0,0,0,8,4,57,0,0,0,4,0,2,2,0,15,0,1,0,0,115,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4477437.940105926245451,4,64,114,0,3,2,4861,9200,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,34,0,0,0,1,0,3,1,0,12,0,0,0,0,49,0,0,0,0,2,35,0,0,0,1,0,3,1,0,12,0,0,0,0,81,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4481941.272205605171621,5,33,11,0,4,1,4882,4256,0,,,,4258.33333333333,,,,4258.33333333333,,4258.33333333333,4258.33333333333,,4258.33333333333,1,,3,1,140.0,1,1,2360,20,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4473107.813087004236877,6,248,711,0,3.83932,2,4844,27162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,27,0,0,0,2,0,1,0,0,8,0,1,0,0,32,0,0,0,3,2,61,0,0,0,3,0,9,1,0,14,0,1,0,0,117,0,1,1,4,4,1,4.0,3.0,0,0.0,0,0,1,0.0,3.0,3.0,3.0,1984,4,4.0,7.5
446400.0,4477611.145186683163047,7,81,145,0,3,1,4862,11220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,33,0,0,0,1,0,3,1,0,10,0,0,0,0,48,0,0,0,0,2,40,0,0,0,1,0,3,1,0,12,0,0,0,0,60,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4482114.477286362089217,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,
446400.0,4473281.018167761154473,9,250,645,0,4.445245,2,4845,25548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,44,0,0,0,2,0,8,0,0,8,0,1,0,0,57,0,0,0,10,2,65,0,0,0,8,0,11,0,0,16,0,7,0,0,149,0,1,1,6,6,1,6.0,2.5,0,0.0,0,0,1,0.0,2.5,2.5,2.5,1985,6,6.0,9
446400.0,4477784.350267440080643,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,30,0,0,0,1,1,1,1,0,5,0,0,0,0,40,0,,,,,,,,,,,,,,,,,,,,
446400.0,4468950.891148838214576,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4473454.223248518072069,12,297,765,0,4.44332,3,4846,32423,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,36,0,0,0,2,0,5,0,0,4,1,1,0,0,52,0,0,0,15,2,76,0,0,0,13,0,11,0,0,16,1,5,0,1,172,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4477957.555348196998239,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,1,0,1,0,2,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,
446400.0,4469124.096229595132172,14,319,522,0,4,3,4836,28029,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4473627.428329274989665,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,15,0,0,0,2,0,0,0,0,0,0,1,0,0,21,0,0,0,10,2,63,0,0,0,10,0,3,0,0,14,1,2,0,1,120,0,,,,,,,,,,,,,,,,,,,,
446400.0,4478130.760428953915834,16,19,37,0,2,13,4863,3813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4469297.301310352049768,17,37,60,0,4,1,4837,3528,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4473800.63341003190726,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,32,0,0,0,5,0,0,0,0,5,0,0,0,1,48,0,,,,,,,,,,,,,,,,,,,,
446400.0,4478303.96550971083343,19,28,53,0,2,18,4864,7172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4469470.506391108967364,20,306,465,0,4,2,4838,23242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4473973.838490788824856,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,
446400.0,4478477.170590467751026,22,23,44,0,1,16,4865,6226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4469643.71147186588496,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,16,0,,,,,,,,,,,,,,,,,,,,
446400.0,4487483.834789825603366,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4478650.375671224668622,25,35,60,0,2,16,4866,8078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4469816.916552622802556,26,,,,,,,,,,,,1277.5,,,,4258.33333333333,,1490.41666666667,1419.44444444444,,1490.41666666667,3,,4,5,140.0,3,2,2346,36,1.13333333333333,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,20,0,0,0,0,1,0,1,0,1,0,0,0,1,42,0,0,0,2,0,37,0,0,0,0,1,0,1,0,3,0,0,0,1,76,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4487657.039870582520962,27,,,,,,,,,2,2,10.0,,700.0,700.0,2,,700.0,,,700.0,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4474320.248652301728725,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
446400.0,4478823.580751981586218,29,68,118,0,2,25,4867,9791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,10
446400.0,4469990.121633379720151,30,,,,,,,,,,,,912.5,,,,912.5,,912.5,912.5,,912.5,1,,1,1,30.0,1,1,2347,20,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,35,0,0,0,0,1,0,0,0,3,0,0,0,1,62,0,0,0,8,2,53,0,0,0,0,1,0,2,0,5,0,1,0,1,94,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4474493.453733058646321,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,
446400.0,4478996.785832738503814,32,128,211,0,2,22,4868,13682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,29,0,0,0,1,0,4,1,0,3,0,1,0,0,35,0,1,1,58,58,1,58.0,3.5,0,2.0,0,1,0,2.0,3.5,3.5,3.5,1991,58,58.0,10
446400.0,4470163.326714136637747,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,29,0,0,0,0,0,0,0,0,1,0,0,0,1,43,0,0,0,8,2,64,0,0,0,0,1,0,1,0,5,1,1,0,1,127,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4474666.658813815563917,34,246,582,0,5,10,4847,21252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,1,0,0,4,1,0,0,0,70,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4488003.450032096356153,35,,,,,,,,,1,1,10.8333333333333,,650.0,650.0,1,,650.0,,,650.0,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4479169.99091349542141,36,123,321,0,4,1,4869,12464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,28,0,0,0,1,0,2,1,0,3,0,1,0,0,31,0,0,0,4,1,31,0,0,0,1,0,2,1,0,5,0,1,0,0,37,0,,,,,,,,,,,,,,,,,,,,8
446400.0,4483673.323013174347579,37,14,5,0,3.09293,5,4883,1732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
446400.0,4470336.531794893555343,38,523,812,0,4,4,4839,40176,0,1,1,11.0,,550.0,550.0,1,,550.0,,,550.0,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,32,0,0,0,1,0,0,1,0,1,1,0,0,0,57,0,1,2,15,9,2,12.0,3.5,0,0.0,0,0,2,0.0,3.0,3.5,4.0,1981,24,12.0,7
446400.0,4474839.863894572481513,39,19,40,0,4.5,2,4848,1653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,32,0,0,0,0,0,0,0,0,6,1,0,0,0,84,0,0,0,0,0,37,0,0,0,1,0,2,0,0,8,1,0,0,0,102,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4488176.655112853273749,40,,,,,,,,,2,2,11.2873134328358,,587.5,675.0,2,,500.0,,,587.5,,,1175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4479343.195994252339005,41,247,574,0,4,2,4870,25102,0,,,,,,,,,,,,,,,,1,1,10.0,1,1,2355,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,28,0,0,0,1,0,2,1,0,5,0,1,0,0,35,0,0,0,12,2,70,0,0,4,6,0,3,1,0,25,0,4,0,1,136,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4483846.528093931265175,42,52,23,0,2,23,4884,6257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
446400.0,4470509.736875650472939,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,0,0,1,0,0,1,0,2,0,0,0,0,16,0,0,0,0,0,28,0,0,0,1,0,1,1,0,4,0,0,0,0,40,0,1,1,10,10,1,10.0,4.5,0,0.0,0,0,1,0.0,4.5,4.5,4.5,1982,10,10.0,5
446400.0,4475013.068975329399109,44,80,182,0,3,1,4849,7404,0,,,,,,,,,,,,,,,,1,1,50.0,1,1,2349,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,0,0,1,0,0,5,1,0,0,0,61,0,0,0,0,0,40,0,0,0,0,0,3,0,0,8,1,0,0,0,130,0,,,,,,,,,,,,,,,,,,,,7
446400.0,4479516.401075008325279,45,548,1154,0,6,19,4871,39114,0,,,,3041.66666666667,,,,3041.66666666667,,3041.66666666667,3041.66666666667,,3041.66666666667,1,,3,1,100.0,1,1,2356,2,0.1,0,3,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,0,0,8,2,62,0,0,4,5,0,1,0,0,24,0,3,0,1,122,0,0,0,11,3,87,0,1,4,9,0,3,0,1,36,0,4,0,1,216,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4470682.941956407390535,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,0,0,1,0,0,1,0,3,0,0,0,0,13,0,0,0,0,0,23,0,0,0,1,0,0,3,0,4,0,0,0,0,41,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4484019.733174688182771,47,140,51,0,2.38029,20,4885,12230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
446400.0,4475186.274056086316705,48,304,641,0,7,9,4850,23974,0,1,1,10.7692307692308,,700.0,700.0,1,,700.0,,,700.0,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,18,0,0,0,0,0,1,0,0,2,0,0,0,0,61,0,0,0,0,1,54,0,0,0,1,0,3,1,1,7,0,0,0,0,172,0,1,1,5,5,1,5.0,3.0,0,0.0,0,0,1,0.0,3.0,3.0,3.0,1986,5,5.0,1
446400.0,4488523.065274367108941,49,,,,,,,,,1,1,10.8333333333333,,650.0,650.0,1,,650.0,,,650.0,,,650.0,,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4479689.606155765242875,50,627,1125,0,6,19,4872,41237,0,,,,,,,,,,,,,,,,1,3,15.0,1,1,2357,4,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,51,0,1,0,3,0,2,0,1,12,0,1,0,0,106,0,0,0,21,4,108,0,1,4,9,0,7,0,2,42,0,8,0,3,352,0,,,,,,,,,,,,,,,,,,,,5.5
446400.0,4470856.147037164308131,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,2,0,1,0,0,0,0,28,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4484192.938255445100367,52,34,11,0,2.60909,4,4886,2805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
446400.0,4475359.479136843234301,53,373,837,0,7,12,4851,23601,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,32,0,0,0,1,0,0,1,1,1,0,0,0,0,79,0,0,0,4,3,58,0,0,0,2,0,2,1,3,14,0,0,0,0,206,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4479862.81123652216047,54,433,1070,0,5,4,4873,37004,0,,,,1216.66666666667,,,,1216.66666666667,,1216.66666666667,1216.66666666667,,1216.66666666667,1,,1,1,40.0,1,1,2358,46,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,3,76,0,0,0,3,0,4,0,1,18,0,2,0,1,193,0,0,0,30,6,117,0,1,0,4,0,7,0,2,33,1,5,0,3,439,0,,,,,,,,,,,,,,,,,,,,7
446400.0,4471029.352117921225727,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,3,0,0,1,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4475532.684217600151896,56,250,563,0,7,24,4852,18933,0,,,,2129.16666666667,,,,2129.16666666667,,2129.16666666667,2129.16666666667,,2129.16666666667,1,,6,6,90.0,2,1,2350,33,0.89,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,34,0,0,0,1,0,0,1,2,8,0,0,0,0,89,0,0,0,4,5,63,0,0,0,3,0,3,1,4,17,0,0,0,0,211,0,,,,,,,,,,,,,,,,,,,,2
446400.0,4480036.016317279078066,57,111,253,0,5,6,4874,10216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,46,0,0,0,0,0,4,0,0,9,0,0,0,0,141,0,0,0,8,4,83,0,0,0,2,0,6,0,0,22,0,2,0,1,293,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4471202.557198678143322,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0,2,0,0,0,0,24,0,,,,,,,,,,,,,,,,,,,,
446400.0,4475705.889298357069492,59,58,113,0,7,7,4853,4341,0,,,,,,,,,,,,,,,,2,2,36.0,2,2,2351,8,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,30,0,0,0,1,0,3,0,1,7,0,0,0,0,68,0,0,0,7,4,68,0,0,0,6,0,4,1,2,14,1,2,0,0,181,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4480209.221398035995662,60,421,964,0,5,23,4875,33617,0,2,2,10.7142857142857,,750.0,800.0,2,,700.0,,,750.0,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,32,0,0,0,0,0,0,0,0,6,0,0,0,0,86,0,0,0,3,4,63,0,0,0,0,0,3,0,0,15,0,0,0,0,236,0,,,,,,,,,,,,,,,,,,,,6
446400.0,4471375.762279435060918,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,3,0,0,2,0,0,0,0,39,0,,,,,,,,,,,,,,,,,,,,
446400.0,4475879.094379113987088,62,2,4,0,6,1,4854,164,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,34,0,0,0,4,0,4,0,0,2,0,0,0,1,58,0,0,0,7,0,75,0,0,0,8,0,5,0,1,19,0,2,0,1,201,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4480382.426478792913258,63,250,579,0,5,15,4876,19071,0,,,,3954.16666666667,,,,3954.16666666667,,3954.16666666667,3954.16666666667,,3954.16666666667,1,,8,4,130.0,1,1,2359,55,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,34,0,0,0,0,0,1,0,0,9,0,0,0,0,137,0,0,0,21,4,87,0,0,0,6,0,2,0,0,21,0,3,1,1,331,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4471548.967360191978514,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,52,0,,,,,,,,,,,,,,,,,,,,
446400.0,4476052.299459870904684,65,,,,,,,,,,,,2281.25,,,,2281.25,,2281.25,2281.25,,2281.25,1,,2,1,75.0,1,1,2352,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,47,0,0,0,4,0,2,0,0,7,0,0,0,1,80,0,0,0,14,3,85,0,0,0,7,0,6,0,0,18,0,3,0,1,197,0,,,,,,,,,,,,,,,,,,,,5
446400.0,4489389.09067815169692,66,,,,,,,,,1,1,15.1162790697674,,650.0,650.0,1,,650.0,,,650.0,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446400.0,4480555.631559549830854,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,33,0,0,0,1,0,1,0,0,13,0,0,0,0,167,0,0,0,22,4,95,0,0,0,7,0,4,0,1,29,0,3,1,1,393,0,,,,,,,,,,,,,,,,,,,,9
446400.0,4471722.17244094889611,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,0,0,0,0,1,0,0,3,0,0,0,0,34,0,,,,,,,,,,,,,,,,,,,,
